imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu2_acc_x,imu2_acc_y,imu2_acc_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,imu3_acc_x,imu3_acc_y,imu3_acc_z,imu3_gyro_x,imu3_gyro_y,imu3_gyro_z,imu4_acc_x,imu4_acc_y,imu4_acc_z,imu4_gyro_x,imu4_gyro_y,imu4_gyro_z,imu5_acc_x,imu5_acc_y,imu5_acc_z,imu5_gyro_x,imu5_gyro_y,imu5_gyro_z,imu6_acc_x,imu6_acc_y,imu6_acc_z,imu6_gyro_x,imu6_gyro_y,imu6_gyro_z,imu7_acc_x,imu7_acc_y,imu7_acc_z,imu7_gyro_x,imu7_gyro_y,imu7_gyro_z,imu8_acc_x,imu8_acc_y,imu8_acc_z,imu8_gyro_x,imu8_gyro_y,imu8_gyro_z,imu9_acc_x,imu9_acc_y,imu9_acc_z,imu9_gyro_x,imu9_gyro_y,imu9_gyro_z,imu10_acc_x,imu10_acc_y,imu10_acc_z,imu10_gyro_x,imu10_gyro_y,imu10_gyro_z,stroke_label,head_x,head_y,stroke_prob
0.201,-0.503,0.655,0.241,-0.138,0.832,-0.0,0.097,-0.46,0.526,-0.781,1.135,-0.146,0.169,0.521,0.838,0.857,-0.152,0.089,0.187,2.45,-0.867,0.321,0.911,-1.203,0.386,0.557,-1.141,0.537,1.679,-1.089,0.171,-0.291,0.04,0.082,0.668,-0.395,-1.001,-1.099,-0.719,0.326,-0.982,0.18,-0.054,-0.706,0.264,0.565,0.618,1.01,0.76,-0.939,1.299,0.808,1.56,-0.179,-0.423,-1.655,1.694,-0.698,-0.342,Front Crawl,1127,259,0.742
1.26,0.532,0.82,0.32,-0.012,0.512,1.521,-0.824,-0.871,-0.446,-1.325,0.706,-0.547,-0.167,0.442,-0.797,-0.895,1.595,-1.114,-1.272,1.008,-1.33,0.753,-0.106,-0.113,0.491,0.936,-1.411,-0.675,1.778,-0.729,-0.597,-0.547,-0.552,0.895,0.291,0.493,0.929,0.829,0.986,-1.551,-0.056,0.257,-1.26,-0.879,1.369,-2.217,1.691,-0.782,0.135,0.125,-1.233,0.432,-1.638,-0.236,-0.14,-1.061,0.922,0.717,0.452,Breaststroke,1825,408,0.58
-0.634,2.07,0.423,0.59,0.748,-1.352,-0.776,0.228,0.608,1.099,-2.95,0.281,0.003,-1.037,-0.419,0.25,0.329,-0.753,-0.84,-0.949,-0.974,0.607,0.307,-1.324,0.672,0.228,-0.928,1.749,0.064,-1.64,0.039,-0.894,-1.041,1.87,-1.147,-1.412,0.085,0.714,1.258,-1.197,0.174,-1.114,-0.361,1.103,-1.413,-3.076,-0.251,-0.348,0.759,0.85,-0.539,0.958,0.91,1.323,-1.917,0.017,0.176,0.23,0.581,1.547,Freestyle,1624,200,0.49
-0.123,0.014,-0.047,0.141,2.07,0.628,-0.083,-1.11,0.031,-0.213,1.205,-0.205,-1.258,-0.296,-0.676,-1.143,0.044,-0.116,0.628,-0.971,-0.763,-1.088,1.658,-0.416,1.353,0.246,0.579,-0.49,0.56,0.783,1.462,-0.314,1.232,1.312,0.183,0.274,-0.167,-0.446,0.04,0.631,-0.028,-1.255,-0.514,-0.91,2.033,-1.624,0.148,1.627,0.141,-0.274,-0.923,0.02,0.535,-0.321,0.374,1.835,-0.145,0.368,-1.529,0.345,Backstroke,1483,830,0.334
1.514,1.278,-0.957,1.093,-0.761,0.64,0.319,-0.935,-1.214,0.103,-1.733,-0.895,0.914,0.137,-0.088,-0.62,0.099,1.333,1.588,1.894,-0.294,-0.677,-1.766,0.622,-0.968,1.231,0.83,0.956,-1.097,0.186,-1.076,0.499,0.149,-0.896,-0.388,0.053,-0.344,-0.016,1.838,-0.008,-0.597,1.612,1.051,-0.254,0.089,-0.129,2.653,-0.037,-1.243,0.175,1.312,-1.175,0.023,-0.258,-1.131,2.263,0.961,1.265,-0.124,-1.194,Freestyle,335,1032,0.451
0.344,-0.635,-0.484,-0.959,1.104,-0.415,0.477,-0.456,0.05,-0.767,-0.25,0.6,0.014,0.615,-1.96,-0.244,0.396,1.79,1.002,0.907,2.171,0.238,-0.47,-1.055,0.329,0.193,0.267,1.12,0.197,0.228,-0.299,0.907,1.974,-0.117,0.959,0.055,-0.948,-1.364,1.604,-0.895,-0.531,2.75,-0.571,0.631,1.55,1.523,1.71,0.134,-0.421,-1.516,-0.239,-0.5,0.685,-0.987,-0.238,0.539,-1.675,-0.303,0.086,-1.259,Front Crawl,1367,147,0.586
-0.872,-1.045,2.055,-0.21,0.518,-0.864,1.024,-1.131,-1.847,2.096,2.511,0.315,-0.513,1.567,-0.756,-0.95,1.259,0.234,-0.614,-0.621,0.353,1.072,-1.678,1.129,-0.047,0.396,-0.573,-0.315,0.154,-0.967,-0.812,-0.925,-1.284,-0.066,0.107,0.619,-0.157,2.766,-0.603,-0.106,2.198,0.631,0.261,0.65,0.777,-1.264,-1.472,-1.296,-1.456,-0.279,-1.915,-1.442,0.071,-0.67,-0.059,0.056,-0.26,1.227,-0.083,-1.233,Freestyle,607,945,0.585
0.644,1.055,-1.182,-0.691,-0.948,1.14,-1.13,1.014,-0.495,-0.124,-1.957,0.881,-0.397,1.454,0.457,-0.852,-0.907,-1.056,0.199,-1.127,1.956,0.435,2.162,0.528,-1.094,-0.332,0.246,1.497,3.279,-0.141,0.641,1.558,1.244,-2.124,0.559,0.982,-1.152,0.59,0.716,-0.632,-1.562,0.726,0.857,-0.988,0.135,0.664,-1.756,0.151,2.655,1.468,0.836,0.224,0.642,0.054,-0.769,0.86,0.734,-0.872,-0.668,0.247,Butterfly,641,953,0.047
-1.092,0.01,1.159,-1.901,0.125,-1.69,1.127,-0.654,1.341,1.663,-0.743,-0.654,1.101,1.01,-0.809,0.115,-1.007,2.029,-0.067,-1.032,-0.946,-0.274,-0.699,0.734,-0.124,0.651,1.549,0.911,-0.677,0.411,-0.405,2.792,2.167,0.09,0.848,-0.425,0.06,-0.155,0.571,0.562,-1.276,-0.656,-0.997,-0.609,1.153,-0.269,-2.02,0.136,-0.804,0.106,-1.338,-0.469,-2.335,1.082,1.952,-0.975,-2.16,-1.66,0.739,-1.062,Breaststroke,1262,868,0.601
-1.072,-0.523,1.17,0.546,-0.212,0.222,-0.147,-0.054,-0.599,-0.207,-0.105,-1.31,-1.116,0.299,-1.288,-1.3,1.168,-0.739,-1.922,-0.814,-1.243,0.813,1.479,-1.231,-0.924,0.208,1.94,1.638,-1.001,1.351,0.648,0.305,0.118,-0.164,1.834,1.218,2.544,-2.548,-1.416,-1.723,-0.802,0.774,-0.101,-0.519,-1.637,1.252,0.262,-0.368,-1.02,0.019,-1.729,0.188,-0.136,-0.608,-1.445,-1.483,0.47,-1.417,0.263,0.424,Front Crawl,1895,799,0.279
0.621,0.25,0.558,-0.846,-0.456,1.141,0.227,2.326,2.098,-0.727,1.367,-0.947,1.424,1.295,0.62,-0.605,-1.513,1.79,-0.622,0.955,0.767,1.455,0.078,-0.115,1.373,0.235,0.537,-0.301,-0.454,-0.951,-0.965,-1.186,-0.558,0.684,-1.852,1.479,-0.83,2.106,-0.062,-0.595,-0.102,1.531,-0.218,1.38,-1.017,-1.786,0.223,-0.256,-1.031,0.026,1.281,0.888,1.488,0.995,-0.064,-0.202,0.15,-1.161,1.285,-1.481,Butterfly,628,1016,0.325
-0.025,0.941,0.588,1.482,-0.583,0.405,1.233,2.269,-0.036,0.913,-0.039,-0.843,0.571,-0.934,-0.56,0.243,-1.325,0.647,-0.057,1.8,-1.061,0.428,0.674,2.071,2.501,-0.68,1.854,-0.02,-1.905,0.828,-0.7,1.535,1.151,0.814,-0.364,-1.235,-0.591,-1.238,0.045,0.191,1.297,-1.385,1.031,0.46,0.91,1.413,-0.208,-0.304,-1.35,0.51,0.043,-1.008,1.841,0.263,-1.075,-0.018,-0.04,1.193,-1.208,-0.292,Front Crawl,1306,697,0.165
0.812,0.044,0.279,-0.263,0.383,0.453,-0.162,1.624,-1.687,-0.917,0.382,0.148,0.509,-1.031,0.517,1.239,-2.064,0.099,-1.231,1.573,-2.129,-0.959,1.119,1.117,0.038,-0.158,-0.181,0.813,0.028,0.433,-0.226,-2.139,0.257,-1.239,-1.41,-1.089,-1.462,-0.01,-0.001,0.589,-0.05,0.35,-0.171,-0.286,-0.613,-0.798,-1.429,0.06,-0.54,-0.9,2.673,-0.538,0.402,-0.878,2.425,0.508,-0.979,0.397,-0.312,-0.199,Butterfly,1731,761,0.472
0.33,0.318,0.183,-0.027,-1.604,0.638,0.515,-0.631,1.669,-0.403,-1.826,-0.955,0.012,0.028,-1.462,0.962,-1.239,0.577,-1.046,-0.757,0.159,0.309,-0.707,-0.165,1.647,-1.145,0.265,-0.4,0.644,-0.261,-0.32,-0.107,-0.549,-1.045,1.012,0.441,-0.723,0.098,-0.686,-0.629,0.178,-2.416,-1.577,-2.211,-0.05,-0.862,1.076,0.665,1.027,0.606,0.782,-1.184,-1.318,1.678,-0.883,-1.043,-0.637,-0.116,1.783,0.086,Front Crawl,1904,1049,0.671
0.377,-2.63,-0.858,0.408,0.739,-0.581,0.711,-1.071,-0.731,-0.934,-0.155,-0.332,-0.041,0.657,0.955,2.302,0.755,-0.423,-0.187,0.317,-1.622,-0.653,-1.06,1.161,0.845,-0.339,-0.522,-1.596,0.725,2.019,0.496,-1.391,1.452,1.024,0.34,-1.124,-0.8,-2.391,-0.002,1.305,-0.099,-1.205,0.9,-0.137,-1.247,0.779,0.156,-0.888,0.238,0.531,0.377,-0.836,2.5,0.154,0.28,-0.522,2.579,-0.735,-0.396,-0.352,Backstroke,615,1074,0.108
0.313,-1.883,-0.024,-0.957,-1.332,1.269,-1.507,-1.843,0.724,0.902,1.536,-1.041,0.99,0.857,-0.261,0.599,0.992,-0.943,-1.026,0.027,-0.201,2.103,-0.836,-1.117,0.834,0.189,2.005,-0.513,0.342,-0.127,2.057,0.56,0.712,0.287,-2.115,0.058,1.371,-0.236,1.075,-0.373,1.976,1.587,0.209,0.82,0.481,-0.028,-0.502,-1.163,1.378,-0.465,-0.169,0.279,0.338,-0.618,0.123,0.44,-1.155,-0.43,0.003,0.477,Breaststroke,391,1071,0.397
0.704,-1.513,-0.036,-1.394,-1.002,-0.193,-0.707,-0.059,-0.173,-2.374,-1.112,0.211,-1.516,1.512,0.407,2.348,-1.725,1.195,-1.63,-1.161,-0.888,0.509,0.091,0.085,1.26,1.456,-1.422,0.557,-1.943,-0.082,-0.456,1.092,0.086,-0.299,-0.124,0.662,0.36,0.403,1.042,-0.243,0.002,-0.29,-2.619,-0.928,0.105,0.558,-1.034,1.282,1.124,0.963,1.861,-0.066,0.189,-0.066,0.308,-0.112,-0.551,1.092,0.75,1.604,Breaststroke,528,1065,0.293
-0.237,-1.941,1.05,0.788,0.771,1.607,-0.325,1.306,0.414,-0.815,-0.059,-0.949,1.423,-0.751,2.06,-0.129,0.504,0.678,0.091,-0.062,-0.911,-0.414,-0.685,0.055,2.28,-0.142,0.274,-1.938,1.04,-0.588,2.096,0.054,0.936,0.082,-2.34,-0.272,0.887,-0.054,1.682,-1.084,1.241,0.43,-0.286,-0.613,0.576,0.074,-1.076,1.141,0.423,-0.24,-3.011,2.621,0.334,-0.673,-1.569,2.06,-0.009,3.627,0.094,0.487,Freestyle,591,933,0.295
0.452,-1.301,-2.025,0.508,-1.768,0.653,-1.18,-1.292,1.05,-1.325,-0.327,0.994,0.756,-0.769,-0.62,-0.496,-0.538,-0.606,-1.598,0.691,0.692,1.039,-1.012,1.186,0.309,-1.426,1.05,1.082,1.26,0.429,1.13,-0.569,-0.676,-0.719,0.277,-0.22,-0.41,1.51,-1.56,-0.995,-1.146,-0.212,2.086,-2.191,-0.998,-1.36,-0.316,-1.184,0.278,0.775,1.266,-0.081,-0.734,2.1,1.034,-0.42,0.521,-0.709,-0.403,-1.156,Backstroke,1247,800,0.711
-0.876,0.435,-0.349,1.367,-0.381,0.546,-0.681,-0.486,-2.098,0.597,0.781,0.827,0.306,-1.191,0.2,1.388,0.433,-0.657,-2.216,0.264,-1.726,-0.173,0.196,-0.208,-0.653,-0.406,-0.389,-0.323,0.588,-0.482,-1.798,0.842,-0.295,-0.086,-1.193,0.398,0.168,-0.478,0.408,-0.595,-0.182,-0.443,0.047,-0.829,-1.075,0.337,-0.907,2.244,0.343,-1.619,-0.196,-0.239,1.868,-0.965,1.025,1.057,-0.93,1.237,0.392,1.962,Butterfly,1355,620,0.658
0.859,-0.239,1.136,0.814,2.589,-0.571,-0.873,0.338,-0.55,0.284,-0.41,0.683,1.358,-0.572,-0.212,-0.563,3.544,-0.689,-0.355,0.207,0.073,-2.409,0.543,1.433,0.04,0.033,-1.426,-0.393,-1.435,-1.313,0.9,-0.661,0.869,0.404,-0.11,2.375,-0.165,0.405,0.907,0.599,-0.567,-1.534,-0.119,0.282,2.355,-2.05,-1.071,-0.978,0.113,1.451,-0.438,-0.881,1.641,0.291,-0.464,-1.765,-0.173,-0.791,0.842,-0.005,Breaststroke,373,589,0.341
-0.377,-1.596,-0.472,1.051,0.745,-1.403,-1.545,1.227,1.102,-1.772,1.383,1.731,-0.344,0.361,-0.972,0.385,0.936,0.395,1.032,-0.026,-1.076,0.776,0.148,0.146,-0.866,-0.223,1.326,0.393,0.68,-0.588,1.288,0.779,-0.075,-1.812,0.308,1.164,-0.169,-0.047,0.949,1.098,0.424,0.192,-1.375,0.365,0.739,2.223,1.113,0.638,-0.724,1.248,0.882,1.678,0.096,1.368,-1.305,1.153,-0.69,0.07,-0.769,1.787,Breaststroke,928,891,0.348
-0.181,-0.434,0.53,0.23,0.156,0.271,1.211,-0.027,-1.434,1.232,-0.981,0.127,0.445,-1.436,-1.026,-0.181,0.23,0.427,0.448,1.214,-0.249,-0.202,-0.032,0.183,-0.51,-0.899,0.38,0.047,-0.089,0.092,0.338,0.981,0.619,-0.107,0.324,-1.073,-0.593,-0.626,-0.941,1.06,0.257,-0.791,-0.258,0.716,0.962,-0.372,0.565,-1.248,-0.723,0.253,0.132,-0.131,0.988,1.444,-0.858,1.53,-1.734,-1.515,0.532,1.648,Breaststroke,176,233,0.328
1.671,1.099,1.141,-0.554,0.601,1.106,-1.329,-2.581,-0.636,0.523,-1.722,0.722,-0.618,0.319,-1.764,-0.181,0.288,-0.92,-2.778,0.88,-0.508,1.494,1.201,1.192,-0.753,-0.045,-0.435,0.883,0.496,-0.296,-1.148,1.775,0.158,-2.621,-0.021,0.182,0.276,-0.72,0.676,-0.162,-1.015,-0.099,0.475,0.108,-0.525,1.359,0.083,-0.76,0.938,-1.162,-0.162,-1.295,0.971,-0.682,-0.583,-1.933,-1.144,-0.605,0.645,-0.675,Breaststroke,594,708,0.219
-0.492,-0.445,-0.416,-0.59,0.891,-0.558,0.039,0.112,-1.261,0.445,-0.132,0.835,0.234,0.157,1.489,0.85,0.291,0.912,-0.394,0.053,0.664,0.014,1.274,-1.34,2.24,-2.147,-0.347,-0.313,1.633,0.133,1.043,-0.53,0.303,0.461,0.45,-0.073,1.095,0.375,0.251,2.318,-0.315,-2.446,-0.9,-0.725,-0.918,-0.001,0.49,-0.876,-0.002,-0.354,0.953,-0.231,1.804,1.112,-0.791,-1.454,-0.056,1.905,-0.9,-1.393,Backstroke,444,407,0.505
0.741,-0.206,-0.166,-0.257,-0.172,1.518,1.826,0.254,-1.616,-0.939,-1.257,0.658,-1.18,-0.306,1.967,-0.743,-1.228,0.62,-1.664,-0.403,0.006,1.578,-0.18,-0.008,-0.034,-0.129,0.639,0.059,-1.202,0.17,-0.466,0.579,1.547,1.181,-1.27,0.464,0.264,-1.051,-0.58,0.486,1.795,-0.705,-1.477,1.455,-0.417,-0.431,0.279,-1.698,1.971,0.138,2.014,-0.303,-0.921,-0.353,0.169,-0.246,0.095,-0.206,0.814,-0.469,Front Crawl,1262,128,0.667
0.761,-1.015,-0.568,-0.574,1.161,-1.757,0.462,1.777,0.863,0.297,0.194,0.266,0.926,-0.015,-0.066,1.409,-0.556,-0.761,2.04,1.155,0.108,-0.807,0.325,0.529,-1.48,0.552,0.566,1.703,0.376,-0.101,-0.538,-0.3,-1.765,0.215,-0.284,-0.038,1.041,-0.163,0.36,0.665,-0.662,-2.012,-0.091,-2.49,-0.011,0.673,-0.927,0.53,0.233,-0.782,-0.126,0.804,0.007,-0.816,2.277,-0.047,-0.211,0.846,1.69,-0.196,Backstroke,235,278,0.431
0.033,-0.587,1.568,-0.977,-1.926,1.592,-0.126,0.425,-2.421,-1.331,4.437,0.861,1.335,-0.322,-0.052,-0.448,-0.977,0.446,0.57,0.881,-1.503,0.545,0.659,0.911,-0.166,0.235,-1.011,1.597,0.964,1.417,-0.99,-0.414,-0.046,0.157,-0.342,0.59,1.47,-2.478,-1.185,0.763,-0.785,1.106,-2.07,-1.005,-1.602,-0.022,2.986,0.106,0.298,1.057,0.386,0.317,-0.42,-0.188,-0.339,-0.949,-1.311,1.284,1.54,-0.051,Butterfly,1811,1051,0.217
0.89,0.466,-0.248,-0.695,0.831,0.801,-1.625,-0.238,1.039,0.396,-1.14,0.734,-2.341,-0.663,-0.782,-0.793,0.422,0.481,0.112,-0.579,0.298,-1.249,-1.5,0.956,-0.636,0.319,-1.049,0.736,-0.033,-0.436,0.014,-0.708,0.502,0.35,0.974,-0.061,0.305,-1.504,-0.585,-0.62,1.106,-0.106,0.473,-0.467,-1.444,-0.405,1.412,-0.802,1.283,1.271,0.701,0.918,-2.68,1.109,-1.373,-0.9,2.135,-0.503,1.47,0.809,Breaststroke,155,747,0.352
0.044,0.703,-0.232,0.271,-1.788,0.582,-1.407,-1.403,1.568,0.51,0.747,-0.983,0.005,0.103,0.945,-0.031,-0.673,1.696,-0.348,-0.649,0.306,1.518,0.784,0.444,-0.729,-0.841,1.705,-1.596,0.724,0.249,-0.643,0.017,0.342,-0.023,1.668,-0.275,-0.454,-0.572,0.492,1.361,-1.692,0.584,0.826,0.749,1.726,-2.186,-1.153,1.72,0.175,1.122,0.492,1.75,-0.693,-0.145,0.588,-0.296,1.165,-0.322,0.049,0.521,Breaststroke,251,247,0.569
-0.309,-1.603,1.246,-0.196,0.024,0.208,0.977,0.105,-0.006,-1.236,0.539,-0.727,1.655,-0.0,0.33,0.264,-1.223,-1.857,0.936,0.208,0.371,-0.659,-1.787,-1.798,1.624,1.209,1.292,-0.122,1.287,-1.385,-0.293,-0.484,-0.296,-1.293,0.912,-0.609,0.532,0.017,-0.03,0.819,1.179,-0.114,-0.715,-0.893,-0.31,0.282,0.389,0.67,-0.247,0.353,0.604,1.671,0.662,-0.851,-1.869,0.94,1.124,0.199,-0.383,0.179,Freestyle,936,960,0.74
-1.119,0.999,-0.401,-1.104,1.915,-1.141,0.436,0.531,-0.32,-0.784,0.544,-1.57,-1.592,0.427,1.821,-0.786,0.108,0.839,-0.15,-1.168,-0.687,-1.086,-0.373,-0.535,-0.523,1.677,0.189,0.396,-0.868,1.19,0.314,0.294,0.432,-1.396,0.294,0.192,1.465,1.168,0.431,-1.368,0.184,-1.591,1.051,-1.859,-0.821,-0.176,0.268,0.046,1.162,-0.877,0.66,1.27,-0.482,0.769,-1.067,2.871,0.555,-1.184,-0.047,0.55,Breaststroke,834,771,0.433
0.592,0.418,-1.259,-0.91,0.18,0.551,-0.025,-0.65,0.473,-0.953,0.685,-1.412,1.779,-1.452,0.241,1.345,0.054,-0.006,-0.146,-1.893,1.765,0.175,0.612,-0.678,1.011,0.141,0.409,-0.023,-0.511,0.515,0.242,-0.571,-0.008,-0.914,0.588,1.139,-0.49,0.956,0.125,-0.014,-0.044,0.393,0.141,1.054,1.501,-1.073,0.583,0.862,-0.509,-1.234,0.148,-0.285,0.16,0.005,0.875,-0.543,-1.586,-0.712,0.326,0.11,Butterfly,530,681,0.386
0.751,0.737,-1.582,-0.031,-1.752,2.298,0.465,-0.112,-0.601,1.344,0.824,-0.988,-0.123,0.64,-0.497,1.725,0.332,0.885,-0.898,0.107,0.221,0.407,0.679,-0.523,-0.036,1.772,-1.179,0.774,-0.128,0.916,-1.762,-1.412,-0.683,2.631,0.394,-1.52,-0.09,-0.66,0.145,0.194,-1.21,-0.148,1.398,1.268,0.007,-0.095,-0.647,1.208,-1.231,1.397,0.297,0.132,2.254,-0.936,0.877,-0.369,0.359,1.266,-1.389,0.771,Freestyle,1014,495,0.58
-1.519,-0.869,0.673,1.08,-0.663,-0.343,-0.51,-1.22,0.103,-0.217,-0.154,0.284,1.262,0.776,0.922,-0.649,2.517,1.045,-1.097,-0.959,-0.134,-2.261,-0.357,0.245,-0.649,0.148,-0.484,0.424,-0.901,0.603,0.667,-0.863,0.173,1.08,1.778,1.465,-0.824,-2.079,0.822,0.724,-1.117,-0.019,-0.542,0.354,0.716,-0.921,-0.248,-0.056,1.602,0.6,-0.145,0.058,-1.321,-1.214,-2.62,0.731,-0.381,1.433,-1.863,-0.082,Freestyle,949,533,0.279
1.897,0.658,0.102,0.477,-0.686,0.323,-0.984,-0.344,0.502,1.026,-0.353,-0.166,0.687,-1.535,-0.629,-1.273,0.461,0.234,0.633,0.993,0.466,0.489,-0.242,-0.151,0.316,-1.28,-2.295,-0.178,0.087,-0.775,0.646,-0.371,1.092,0.576,1.286,-1.163,0.292,2.038,0.399,1.539,-1.21,-0.242,-0.394,0.879,-0.413,1.034,-0.163,-0.334,1.817,-0.733,-0.078,1.901,-1.073,0.147,0.443,-0.246,-0.52,-0.354,-1.067,-0.197,Freestyle,1631,838,0.375
1.124,1.0,0.263,-0.191,-0.162,2.159,-0.967,-1.914,-1.733,1.921,-0.24,2.452,1.838,0.633,-1.053,-0.423,1.04,0.538,0.45,-1.795,-0.648,0.963,-0.745,-0.921,1.309,-0.713,0.28,0.1,-1.346,-1.2,-0.253,-0.124,-1.28,-0.734,-1.461,-1.033,0.609,-0.295,0.005,-0.803,-1.217,-1.934,0.06,-1.274,0.634,-0.39,0.934,1.078,1.52,0.123,-1.238,1.776,1.059,1.685,1.077,-0.619,-0.049,1.919,0.397,0.257,Freestyle,634,930,0.27
-0.07,-0.807,-2.426,-1.002,-0.412,0.34,0.791,0.108,-1.87,-0.028,-1.787,0.0,-0.806,0.314,2.394,1.155,-1.711,-0.361,0.19,-0.715,1.057,-1.828,-1.045,0.501,0.767,-0.246,0.019,-0.347,-1.118,-0.463,-0.376,-1.115,-0.009,-0.927,-0.015,0.683,-0.16,0.163,0.96,0.947,-0.794,1.057,1.292,0.943,-1.985,-0.954,0.176,-0.429,-1.024,-0.822,-0.291,0.707,1.467,0.883,0.205,1.138,-1.314,0.866,0.122,-1.235,Butterfly,1446,338,0.757
0.127,0.105,-1.784,-0.155,0.112,-0.517,0.706,-0.128,-0.208,0.655,-0.768,2.227,0.806,-1.181,1.619,-1.015,-0.15,0.747,0.153,0.736,-0.703,0.83,-1.489,0.545,0.969,-0.691,-0.997,-1.665,-2.371,-3.106,-0.952,0.115,0.21,0.887,0.634,-0.882,-0.252,1.2,0.564,-1.438,-1.115,0.461,0.217,1.193,-0.738,0.743,-0.784,1.264,0.298,-0.034,1.259,1.349,1.031,-1.301,0.065,0.967,-1.037,0.471,0.727,-1.892,Front Crawl,1227,112,0.244
-0.617,-0.234,0.428,0.56,1.198,1.606,-0.54,-1.392,1.316,-0.516,-0.513,-1.306,0.179,-0.403,-1.172,1.73,-0.623,-0.389,-1.5,0.139,-1.566,0.901,-0.719,-1.395,-0.19,0.903,-0.79,-0.474,-1.879,-0.661,-0.766,0.021,0.097,0.902,-0.622,-1.361,-1.172,0.991,1.32,-0.523,1.829,-0.255,-0.177,2.234,-0.255,0.51,0.343,0.544,-1.549,-0.706,-1.572,-2.299,0.249,0.507,-2.04,0.776,-0.428,0.449,0.224,0.44,Front Crawl,941,336,0.607
1.335,-0.944,-0.516,0.29,-1.55,0.306,0.268,0.837,-0.196,-1.091,0.355,0.876,1.465,0.207,0.426,1.845,-1.175,0.919,-0.859,-0.024,-0.541,1.24,0.473,-0.662,-0.527,0.573,1.134,0.953,-0.566,0.307,-0.105,0.627,0.177,-0.194,1.308,0.386,0.457,0.213,-0.141,0.336,-0.6,-0.685,0.658,0.553,-0.737,0.768,-1.293,0.338,-0.34,-1.108,-0.717,1.398,0.524,-1.373,1.17,0.193,-1.841,-0.617,0.341,1.01,Breaststroke,228,778,0.513
-1.759,0.077,-0.114,0.039,0.863,1.689,0.187,0.388,0.578,0.257,-1.674,-0.437,2.815,0.715,0.227,0.848,0.923,1.163,1.991,0.38,-0.788,0.509,0.516,-0.874,-0.771,-0.135,0.86,0.66,0.127,-1.012,-0.397,-0.376,0.407,0.19,-0.944,-0.911,0.168,-1.443,-0.478,0.742,-0.628,0.525,-0.29,-0.198,1.389,0.759,-0.453,0.105,0.918,-0.538,-0.103,-0.068,0.668,-0.641,0.175,-0.565,-0.341,0.037,1.64,1.465,Freestyle,903,538,0.662
-0.227,0.981,0.188,0.14,-1.499,2.908,0.37,-0.136,0.411,-0.32,0.343,1.646,1.239,1.693,-1.898,1.314,-2.126,-0.485,0.779,0.278,2.2,-0.62,-0.72,0.067,0.477,-0.352,-1.036,0.086,-0.514,0.352,0.802,0.165,-0.552,0.068,-0.243,-2.026,2.177,-0.01,1.301,-1.08,-1.085,-0.261,0.419,-0.686,0.085,0.659,-0.014,-2.029,-1.059,-0.147,-1.269,1.153,-2.841,1.303,0.248,1.798,0.112,-0.127,0.517,1.18,Breaststroke,1195,620,0.158
0.041,1.301,-0.091,0.094,0.515,-1.004,-0.292,0.006,0.019,0.345,1.831,-1.228,-0.385,-1.314,0.671,1.711,1.649,-1.501,0.338,0.438,-0.922,-1.222,0.702,0.674,-0.765,2.361,-1.347,-0.603,1.752,0.185,0.865,-1.036,-2.062,0.968,-0.193,-0.405,0.222,-0.632,3.066,-1.441,0.673,0.842,-1.444,-0.533,1.649,-0.413,0.726,-0.136,-1.029,0.299,0.33,0.593,0.286,-0.256,1.687,-1.326,0.915,-0.468,2.17,1.903,Breaststroke,448,314,0.721
0.95,-0.55,1.284,2.32,-0.801,-1.59,-0.478,2.075,0.213,-0.91,0.531,-0.247,-0.591,0.56,-0.909,-0.593,0.97,-0.946,-0.201,-0.909,-1.17,-0.17,-1.317,0.289,0.12,-0.061,0.285,-1.209,0.834,1.191,-0.775,0.67,0.328,1.396,-2.886,-1.1,1.315,0.425,1.033,0.877,-0.443,-0.792,-0.977,-0.751,0.707,0.615,-0.567,0.27,-0.418,0.832,0.649,-0.869,0.183,-0.287,1.213,0.323,-1.5,-0.961,-1.338,-1.384,Freestyle,1627,936,0.772
1.096,0.142,0.09,0.018,-0.784,-2.201,-1.861,1.123,-0.022,-0.086,2.233,0.241,-0.803,0.462,0.658,0.765,-1.309,-0.816,1.44,-0.049,-0.229,0.91,-1.592,1.363,0.174,-0.401,0.523,-0.491,-0.537,0.012,-1.573,-0.925,-0.478,-0.402,-0.206,0.731,-0.928,-0.034,-0.813,0.422,-0.215,-1.144,-1.933,-0.828,0.661,-1.041,1.251,-0.029,-0.059,0.135,-0.893,0.731,-0.359,-0.598,-2.296,0.334,-1.564,-0.89,-1.206,0.062,Breaststroke,112,317,0.493
-1.089,1.946,-0.724,-0.43,0.782,-0.124,-0.982,0.616,-0.52,-1.386,-1.409,0.877,-0.175,-1.913,0.732,-0.407,1.829,0.022,0.386,-0.018,-1.537,-0.767,1.442,-0.623,0.008,-1.392,0.751,0.195,0.4,-0.426,-1.207,0.897,0.051,-0.401,0.608,0.864,1.226,-0.406,-1.011,-0.091,0.292,1.378,-1.285,0.239,-0.319,-0.648,-0.234,0.801,1.311,-0.408,-0.113,-0.308,2.22,1.259,1.462,0.11,1.587,-1.629,0.717,0.75,Butterfly,691,814,0.535
